,userId,sessionId,kwhTotal,dollars,created,ended,startTime,endTime,chargeTimeHrs,weekday,platform,distance,stationId,locationId,managerVehicle,facilityType,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,reportedZip
23,35897499,5011218,4.65,0.0,2015-02-16 13:42:45,2015-02-16 15:13:05,13,15,0 days 00:00:00.000000001,Mon,android,,250527,976902,0,3,1,0,0,0,0,0,0,0
24,35897499,8554662,6.29,0.0,2015-02-16 18:36:12,2015-02-16 21:43:05,18,21,0 days 00:00:00.000000003,Mon,android,,207262,928191,0,3,1,0,0,0,0,0,0,0
25,35897499,8052184,3.1,0.0,2015-02-19 15:43:20,2015-02-19 16:19:05,15,16,0 days 00:00:00,Thu,android,,728918,928191,0,3,0,0,0,1,0,0,0,0
26,35897499,6178541,20.95,0.0,2015-02-19 18:09:36,2015-02-19 21:49:06,18,21,0 days 00:00:00.000000003,Thu,android,,944575,928191,0,3,0,0,0,1,0,0,0,0
27,35897499,8499802,8.26,0.0,2015-02-24 18:22:35,2015-02-24 21:50:13,18,21,0 days 00:00:00.000000003,Tue,android,,944515,976902,0,3,0,1,0,0,0,0,0,0
28,35897499,8259939,17.95,0.0,2015-02-26 18:01:30,2015-02-26 21:34:07,18,21,0 days 00:00:00.000000003,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
29,35897499,2032051,3.02,0.0,2015-02-28 20:51:30,2015-02-28 21:34:05,20,21,0 days 00:00:00,Sat,android,,569889,461655,0,3,0,0,0,0,0,1,0,0
30,35897499,7357133,7.84,0.92,2015-03-03 16:35:54,2015-03-03 21:33:05,16,21,0 days 00:00:00.000000004,Tue,android,,355208,976902,0,3,0,1,0,0,0,0,0,0
31,35897499,6032746,0.88,0.0,2015-03-04 19:21:13,2015-03-04 19:42:04,19,19,0 days 00:00:00,Wed,android,,920264,461655,0,3,0,0,1,0,0,0,0,0
32,35897499,4072758,4.56,0.0,2015-03-04 19:46:25,2015-03-04 21:56:05,19,21,0 days 00:00:00.000000002,Wed,android,,280221,976902,0,3,0,0,1,0,0,0,0,0
33,35897499,6830717,2.11,0.0,2015-03-05 14:32:51,2015-03-05 16:02:05,14,16,0 days 00:00:00.000000001,Thu,android,,878706,461655,0,3,0,0,0,1,0,0,0,0
34,35897499,6455251,11.48,0.0,2015-03-05 19:49:11,2015-03-05 21:49:05,19,21,0 days 00:00:00.000000001,Thu,android,,944515,976902,0,3,0,0,0,1,0,0,0,0
35,35897499,5376208,10.52,0.0,2015-03-06 18:11:57,2015-03-06 21:53:05,18,21,0 days 00:00:00.000000003,Fri,android,,355208,976902,0,3,0,0,0,0,1,0,0,0
36,35897499,2914893,9.61,0.0,2015-03-09 17:43:30,2015-03-09 20:45:11,17,20,0 days 00:00:00.000000003,Mon,android,,250527,976902,0,3,1,0,0,0,0,0,0,0
37,35897499,5224755,7.24,0.0,2015-03-12 17:39:53,2015-03-12 21:28:05,17,21,0 days 00:00:00.000000003,Thu,android,,355208,976902,0,3,0,0,0,1,0,0,0,0
38,35897499,8450261,12.96,0.0,2015-03-13 12:16:44,2015-03-13 16:02:05,12,16,0 days 00:00:00.000000003,Fri,android,,280221,976902,0,3,0,0,0,0,1,0,0,0
39,35897499,9731366,9.17,0.0,2015-03-16 17:37:01,2015-03-16 20:40:15,17,20,0 days 00:00:00.000000003,Mon,android,,280221,976902,0,3,1,0,0,0,0,0,0,0
40,35897499,9473434,19.01,0.0,2015-03-18 18:30:08,2015-03-18 21:49:04,18,21,0 days 00:00:00.000000003,Wed,android,,207262,928191,0,3,0,0,1,0,0,0,0,0
41,35897499,2817985,0.04,0.0,2015-03-19 11:19:05,2015-03-19 11:21:05,11,11,0 days 00:00:00,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
42,35897499,5820347,9.52,0.0,2015-03-19 17:40:19,2015-03-19 19:35:12,17,19,0 days 00:00:00.000000001,Thu,android,,738900,976902,0,3,0,0,0,1,0,0,0,0
43,35897499,5338238,6.6,0.0,2015-03-20 12:20:47,2015-03-20 13:45:07,12,13,0 days 00:00:00.000000001,Fri,android,,738900,976902,0,3,0,0,0,0,1,0,0,0
44,35897499,3192864,4.62,0.0,2015-03-23 17:14:59,2015-03-23 18:24:05,17,18,0 days 00:00:00.000000001,Mon,android,,280221,976902,0,3,1,0,0,0,0,0,0,0
45,35897499,9813434,3.83,0.0,2015-03-26 11:02:58,2015-03-26 11:56:05,11,11,0 days 00:00:00,Thu,android,,405157,976902,0,3,0,0,0,1,0,0,0,0
46,35897499,6362922,1.07,0.0,2015-03-26 13:51:03,2015-03-26 14:13:05,13,14,0 days 00:00:00,Thu,android,,594591,461655,0,3,0,0,0,1,0,0,0,0
47,35897499,3910417,7.32,0.0,2015-03-26 17:08:34,2015-03-26 18:40:12,17,18,0 days 00:00:00.000000001,Thu,android,,738900,976902,0,3,0,0,0,1,0,0,0,0
48,35897499,9537925,13.5,0.0,2015-03-27 12:48:06,2015-03-27 15:21:05,12,15,0 days 00:00:00.000000002,Fri,android,,801274,976902,0,3,0,0,0,0,1,0,0,0
49,35897499,5688787,4.71,0.0,2015-03-27 16:47:37,2015-03-27 17:52:06,16,17,0 days 00:00:00.000000001,Fri,android,,250527,976902,0,3,0,0,0,0,1,0,0,0
50,35897499,2189714,5.58,0.0,2015-03-30 14:59:15,2015-03-30 16:14:05,14,16,0 days 00:00:00.000000001,Mon,android,,405157,976902,0,3,1,0,0,0,0,0,0,0
51,35897499,9009117,0.78,0.0,2015-03-30 16:27:37,2015-03-30 16:42:05,16,16,0 days 00:00:00,Mon,android,,612116,461655,0,3,1,0,0,0,0,0,0,0
52,35897499,6241251,4.1,0.0,2015-03-31 16:42:17,2015-03-31 17:44:05,16,17,0 days 00:00:00.000000001,Tue,android,,250527,976902,0,3,0,1,0,0,0,0,0,0
53,35897499,4027242,0.03,0.0,2015-04-01 17:02:50,2015-04-01 17:04:06,17,17,0 days 00:00:00,Wed,android,,250527,976902,0,3,0,0,1,0,0,0,0,0
54,35897499,1534730,16.2,0.0,2015-04-02 17:02:59,2015-04-02 19:59:04,17,19,0 days 00:00:00.000000002,Thu,android,,250527,976902,0,3,0,0,0,1,0,0,0,0
55,35897499,4970729,7.73,0.0,2015-04-06 17:03:01,2015-04-06 18:42:05,17,18,0 days 00:00:00.000000001,Mon,android,,355208,976902,0,3,1,0,0,0,0,0,0,0
56,35897499,5850084,7.04,0.0,2015-04-07 12:06:00,2015-04-07 14:40:07,12,14,0 days 00:00:00.000000002,Tue,android,,355208,976902,0,3,0,1,0,0,0,0,0,0
57,35897499,5503753,2.13,0.0,2015-04-07 17:30:24,2015-04-07 18:20:07,17,18,0 days 00:00:00,Tue,android,,728918,928191,0,3,0,1,0,0,0,0,0,0
58,35897499,8356365,6.51,0.0,2015-04-08 12:30:53,2015-04-08 14:50:08,12,14,0 days 00:00:00.000000002,Wed,android,,549414,461655,0,3,0,0,1,0,0,0,0,0
59,35897499,7116934,6.67,0.5,2015-04-09 11:14:09,2015-04-09 15:19:05,11,15,0 days 00:00:00.000000004,Thu,android,,405157,976902,0,3,0,0,0,1,0,0,0,0
60,35897499,4303750,5.47,0.0,2015-04-09 17:00:24,2015-04-09 18:58:05,17,18,0 days 00:00:00.000000001,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
61,35897499,7027707,7.71,0.0,2015-04-15 15:35:19,2015-04-15 19:17:05,15,19,0 days 00:00:00.000000003,Wed,android,,250527,976902,0,3,0,0,1,0,0,0,0,0
62,35897499,4268564,7.3,0.0,2015-04-20 17:29:12,2015-04-20 21:01:05,17,21,0 days 00:00:00.000000003,Mon,android,,944575,928191,0,3,1,0,0,0,0,0,0,0
63,35897499,7120657,7.88,0.0,2015-04-21 16:04:18,2015-04-21 19:26:06,16,19,0 days 00:00:00.000000003,Tue,android,,738900,976902,0,3,0,1,0,0,0,0,0,0
64,35897499,7620374,3.79,0.5,2015-04-22 11:36:23,2015-04-22 15:45:13,11,15,0 days 00:00:00.000000004,Wed,android,,738900,976902,0,3,0,0,1,0,0,0,0,0
65,35897499,8539198,1.93,0.0,2015-04-22 16:24:12,2015-04-22 17:24:05,16,17,0 days 00:00:00,Wed,android,,207262,928191,0,3,0,0,1,0,0,0,0,0
66,35897499,9402479,6.11,0.0,2015-04-27 16:22:52,2015-04-27 18:23:06,16,18,0 days 00:00:00.000000002,Mon,android,,728918,928191,0,3,1,0,0,0,0,0,0,0
67,35897499,4904971,5.36,0.0,2015-04-28 17:04:52,2015-04-28 20:33:06,17,20,0 days 00:00:00.000000003,Tue,android,,355208,976902,0,3,0,1,0,0,0,0,0,0
68,35897499,9371693,11.36,0.0,2015-04-30 18:23:23,2015-04-30 20:42:06,18,20,0 days 00:00:00.000000002,Thu,android,,405157,976902,0,3,0,0,0,1,0,0,0,0
69,35897499,9600945,5.07,0.0,2015-05-04 16:02:51,2015-05-04 19:23:06,16,19,0 days 00:00:00.000000003,Mon,android,,250527,976902,0,3,1,0,0,0,0,0,0,0
70,35897499,4047449,6.41,0.0,2015-05-05 14:24:22,2015-05-05 16:48:06,14,16,0 days 00:00:00.000000002,Tue,android,,801274,976902,0,3,0,1,0,0,0,0,0,0
71,35897499,8906717,5.49,0.0,2015-05-06 17:43:59,2015-05-06 20:42:15,17,20,0 days 00:00:00.000000002,Wed,android,,280221,976902,0,3,0,0,1,0,0,0,0,0
72,35897499,2151745,11.0,0.0,2015-05-07 17:19:27,2015-05-07 19:13:07,17,19,0 days 00:00:00.000000001,Thu,android,,801274,976902,0,3,0,0,0,1,0,0,0,0
73,35897499,3904382,5.49,0.0,2015-05-08 15:46:00,2015-05-08 18:34:06,15,18,0 days 00:00:00.000000002,Fri,android,,405157,976902,0,3,0,0,0,0,1,0,0,0
74,35897499,6412124,2.46,0.0,2015-05-11 17:17:58,2015-05-11 18:06:07,17,18,0 days 00:00:00,Mon,android,,355208,976902,0,3,1,0,0,0,0,0,0,0
75,35897499,9579135,14.18,0.0,2015-05-12 16:12:18,2015-05-12 20:10:10,16,20,0 days 00:00:00.000000003,Tue,android,,405157,976902,0,3,0,1,0,0,0,0,0,0
76,35897499,3526792,4.35,0.0,2015-05-13 15:43:16,2015-05-13 18:49:07,15,18,0 days 00:00:00.000000003,Wed,android,,500856,976902,0,3,0,0,1,0,0,0,0,0
77,35897499,2103254,4.87,0.0,2015-05-14 17:13:21,2015-05-14 18:05:16,17,18,0 days 00:00:00,Thu,android,,801274,976902,0,3,0,0,0,1,0,0,0,0
78,35897499,8767465,20.02,0.0,2015-05-15 15:38:29,2015-05-15 19:15:07,15,19,0 days 00:00:00.000000003,Fri,android,,944515,976902,0,3,0,0,0,0,1,0,0,0
79,35897499,4927630,8.82,0.0,2015-05-18 16:50:00,2015-05-18 20:23:06,16,20,0 days 00:00:00.000000003,Mon,android,,280221,976902,0,3,1,0,0,0,0,0,0,0
80,35897499,3661095,12.09,0.0,2015-05-20 16:53:36,2015-05-20 20:36:06,16,20,0 days 00:00:00.000000003,Wed,android,,944515,976902,0,3,0,0,1,0,0,0,0,0
81,35897499,8681532,11.81,0.0,2015-05-21 17:04:38,2015-05-21 19:10:13,17,19,0 days 00:00:00.000000002,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
82,35897499,2847811,13.6,0.0,2015-05-22 17:37:14,2015-05-22 20:18:07,17,20,0 days 00:00:00.000000002,Fri,android,,944515,976902,0,3,0,0,0,0,1,0,0,0
83,35897499,1779780,16.41,0.0,2015-05-26 16:45:31,2015-05-26 20:32:06,16,20,0 days 00:00:00.000000003,Tue,android,,250527,976902,0,3,0,1,0,0,0,0,0,0
84,35897499,9038095,11.4,0.5,2015-05-27 16:59:50,2015-05-27 21:26:06,16,21,0 days 00:00:00.000000004,Wed,android,,250527,976902,0,3,0,0,1,0,0,0,0,0
85,35897499,6839807,14.09,0.0,2015-05-28 11:38:31,2015-05-28 15:17:06,11,15,0 days 00:00:00.000000003,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
86,35897499,7513206,4.97,0.0,2015-05-28 17:07:38,2015-05-28 18:01:07,17,18,0 days 00:00:00,Thu,android,,425476,928191,0,3,0,0,0,1,0,0,0,0
87,35897499,9651531,5.21,0.0,2015-05-29 12:31:20,2015-05-29 14:10:07,12,14,0 days 00:00:00.000000001,Fri,android,,250527,976902,0,3,0,0,0,0,1,0,0,0
88,35897499,9066880,6.93,0.0,2015-06-01 16:50:41,2015-06-01 20:14:05,16,20,0 days 00:00:00.000000003,Mon,android,,280221,976902,0,3,1,0,0,0,0,0,0,0
89,35897499,4023183,9.75,0.0,2015-06-02 17:31:18,2015-06-02 20:34:05,17,20,0 days 00:00:00.000000003,Tue,android,,738900,976902,0,3,0,1,0,0,0,0,0,0
90,35897499,1667896,8.1,0.0,2015-06-03 15:53:48,2015-06-03 17:26:06,15,17,0 days 00:00:00.000000001,Wed,android,,738900,976902,0,3,0,0,1,0,0,0,0,0
91,35897499,4907994,14.53,0.0,2015-06-04 11:27:41,2015-06-04 15:09:05,11,15,0 days 00:00:00.000000003,Thu,android,,801274,976902,0,3,0,0,0,1,0,0,0,0
92,35897499,8544912,1.66,0.0,2015-06-04 16:58:16,2015-06-04 17:17:05,16,17,0 days 00:00:00,Thu,android,,728918,928191,0,3,0,0,0,1,0,0,0,0
93,35897499,4339735,6.78,0.0,2015-06-05 12:39:13,2015-06-05 15:53:06,12,15,0 days 00:00:00.000000003,Fri,android,,738900,976902,0,3,0,0,0,0,1,0,0,0
94,35897499,7670282,1.37,0.0,2015-06-05 17:26:08,2015-06-05 19:22:06,17,19,0 days 00:00:00.000000001,Fri,android,,728918,928191,0,3,0,0,0,0,1,0,0,0
95,35897499,2534249,6.79,0.0,2015-06-09 17:13:12,2015-06-09 20:12:05,17,20,0 days 00:00:00.000000002,Tue,android,,280221,976902,0,3,0,1,0,0,0,0,0,0
96,35897499,2892603,0.0,0.0,2015-06-10 16:55:42,2015-06-10 17:08:14,16,17,0 days 00:00:00,Wed,android,,405157,976902,0,3,0,0,1,0,0,0,0,0
97,35897499,2451809,4.96,0.0,2015-06-10 17:00:00,2015-06-10 20:11:07,17,20,0 days 00:00:00.000000003,Wed,android,,250527,976902,0,3,0,0,1,0,0,0,0,0
98,35897499,1986587,3.87,0.0,2015-06-11 14:42:32,2015-06-11 17:08:06,14,17,0 days 00:00:00.000000002,Thu,android,,250527,976902,0,3,0,0,0,1,0,0,0,0
99,35897499,5345683,6.67,0.0,2015-06-12 12:40:47,2015-06-12 16:29:05,12,16,0 days 00:00:00.000000003,Fri,android,,801274,976902,0,3,0,0,0,0,1,0,0,0
100,35897499,2211634,6.63,0.0,2015-06-15 17:12:17,2015-06-15 20:49:05,17,20,0 days 00:00:00.000000003,Mon,android,,944515,976902,0,3,1,0,0,0,0,0,0,0
101,35897499,1119614,3.72,0.5,2015-06-16 11:25:08,2015-06-16 15:28:06,11,15,0 days 00:00:00.000000004,Tue,android,,280221,976902,0,3,0,1,0,0,0,0,0,0
102,35897499,8689860,4.37,0.0,2015-06-17 17:29:46,2015-06-17 21:17:06,17,21,0 days 00:00:00.000000003,Wed,android,,944515,976902,0,3,0,0,1,0,0,0,0,0
103,35897499,5481838,6.78,0.0,2015-06-18 13:03:00,2015-06-18 15:38:06,13,15,0 days 00:00:00.000000002,Thu,android,,612116,461655,0,3,0,0,0,1,0,0,0,0
104,35897499,5187868,6.21,0.0,2015-06-19 16:32:29,2015-06-19 18:40:09,16,18,0 days 00:00:00.000000002,Fri,android,,207262,928191,0,3,0,0,0,0,1,0,0,0
105,35897499,7546366,4.45,0.0,2015-06-22 15:14:41,2015-06-22 17:43:06,15,17,0 days 00:00:00.000000002,Mon,android,,801274,976902,0,3,1,0,0,0,0,0,0,0
106,35897499,5407577,4.59,0.0,2015-06-23 17:02:56,2015-06-23 20:42:06,17,20,0 days 00:00:00.000000003,Tue,android,,280221,976902,0,3,0,1,0,0,0,0,0,0
107,35897499,1634517,7.39,0.0,2015-06-24 17:44:27,2015-06-24 20:17:07,17,20,0 days 00:00:00.000000002,Wed,android,,405157,976902,0,3,0,0,1,0,0,0,0,0
108,35897499,7511668,3.84,0.0,2015-06-25 11:21:53,2015-06-25 15:10:12,11,15,0 days 00:00:00.000000003,Thu,android,,280221,976902,0,3,0,0,0,1,0,0,0,0
109,35897499,2225529,3.48,0.0,2015-07-13 18:21:24,2015-07-13 19:36:05,18,19,0 days 00:00:00.000000001,Mon,android,,944575,928191,0,3,1,0,0,0,0,0,0,0
110,35897499,2719439,4.38,0.0,2015-07-14 13:56:59,2015-07-14 16:30:06,13,16,0 days 00:00:00.000000002,Tue,android,,728918,928191,0,3,0,1,0,0,0,0,0,0
111,35897499,6475803,4.92,0.0,2015-07-15 16:25:24,2015-07-15 18:34:05,16,18,0 days 00:00:00.000000002,Wed,android,,738900,976902,0,3,0,0,1,0,0,0,0,0
112,35897499,7314718,4.72,0.0,2015-07-16 16:29:14,2015-07-16 20:22:07,16,20,0 days 00:00:00.000000003,Thu,android,,738900,976902,0,3,0,0,0,1,0,0,0,0
113,35897499,8726154,6.5,0.0,2015-07-17 17:12:09,2015-07-17 19:52:06,17,19,0 days 00:00:00.000000002,Fri,android,,405157,976902,0,3,0,0,0,0,1,0,0,0
114,35897499,9884932,4.08,0.0,2015-07-20 14:57:02,2015-07-20 16:25:08,14,16,0 days 00:00:00.000000001,Mon,android,,355208,976902,0,3,1,0,0,0,0,0,0,0
115,35897499,2725835,0.76,0.0,2015-07-21 16:12:17,2015-07-21 16:28:06,16,16,0 days 00:00:00,Tue,android,,405157,976902,0,3,0,1,0,0,0,0,0,0
116,35897499,9251926,4.6,0.0,2015-07-21 16:55:48,2015-07-21 20:42:06,16,20,0 days 00:00:00.000000003,Tue,android,,405157,976902,0,3,0,1,0,0,0,0,0,0
117,35897499,7848461,4.35,0.0,2015-07-22 16:45:58,2015-07-22 20:45:11,16,20,0 days 00:00:00.000000003,Wed,android,,801274,976902,0,3,0,0,1,0,0,0,0,0
118,35897499,2450078,5.25,0.0,2015-07-23 12:06:33,2015-07-23 14:38:08,12,14,0 days 00:00:00.000000002,Thu,android,,728918,928191,0,3,0,0,0,1,0,0,0,0
119,35897499,8294063,4.14,0.0,2015-07-23 18:16:21,2015-07-23 20:27:05,18,20,0 days 00:00:00.000000002,Thu,android,,236379,928191,0,3,0,0,0,1,0,0,0,0
120,35897499,8369555,6.59,0.0,2015-07-24 16:23:28,2015-07-24 20:07:06,16,20,0 days 00:00:00.000000003,Fri,android,,738900,976902,0,3,0,0,0,0,1,0,0,0
121,35897499,7946065,7.11,0.0,2015-07-27 17:10:59,2015-07-27 19:31:06,17,19,0 days 00:00:00.000000002,Mon,android,,944515,976902,0,3,1,0,0,0,0,0,0,0
122,35897499,2860677,4.17,0.0,2015-07-28 16:14:44,2015-07-28 17:36:07,16,17,0 days 00:00:00.000000001,Tue,android,,405157,976902,0,3,0,1,0,0,0,0,0,0
123,35897499,5319961,4.77,0.0,2015-07-30 17:37:48,2015-07-30 20:24:06,17,20,0 days 00:00:00.000000002,Thu,android,,355208,976902,0,3,0,0,0,1,0,0,0,0
124,35897499,8693478,7.47,0.0,2015-08-03 17:18:13,2015-08-03 20:48:06,17,20,0 days 00:00:00.000000003,Mon,android,,250527,976902,0,3,1,0,0,0,0,0,0,0
125,35897499,9401194,5.64,0.0,2015-08-04 14:28:13,2015-08-04 17:54:06,14,17,0 days 00:00:00.000000003,Tue,android,,728918,928191,0,3,0,1,0,0,0,0,0,0
126,35897499,6864613,4.0,0.0,2015-08-05 16:24:33,2015-08-05 18:59:05,16,18,0 days 00:00:00.000000002,Wed,android,,738900,976902,0,3,0,0,1,0,0,0,0,0
127,35897499,6383107,3.93,0.0,2015-08-06 11:15:16,2015-08-06 15:14:06,11,15,0 days 00:00:00.000000003,Thu,android,,134427,620906,0,3,0,0,0,1,0,0,0,0
128,35897499,7109071,7.01,0.0,2015-08-06 17:13:41,2015-08-06 20:40:07,17,20,0 days 00:00:00.000000003,Thu,android,,250527,976902,0,3,0,0,0,1,0,0,0,0
129,35897499,5544644,6.4,0.0,2015-08-07 12:31:59,2015-08-07 16:09:06,12,16,0 days 00:00:00.000000003,Fri,android,,280221,976902,0,3,0,0,0,0,1,0,0,0
130,35897499,8796946,1.02,0.5,2015-08-07 16:52:41,2015-08-07 20:56:06,16,20,0 days 00:00:00.000000004,Fri,android,,944575,928191,0,3,0,0,0,0,1,0,0,0
131,35897499,7932903,7.12,0.0,2015-08-10 16:25:07,2015-08-10 20:24:08,16,20,0 days 00:00:00.000000003,Mon,android,,944515,976902,0,3,1,0,0,0,0,0,0,0
132,35897499,5511788,1.2,0.0,2015-08-12 15:14:02,2015-08-12 15:38:07,15,15,0 days 00:00:00,Wed,android,,355208,976902,0,3,0,0,1,0,0,0,0,0
133,35897499,2177313,3.01,0.0,2015-08-12 15:42:45,2015-08-12 16:42:07,15,16,0 days 00:00:00,Wed,android,,728918,928191,0,3,0,0,1,0,0,0,0,0
134,35897499,4155559,3.79,0.0,2015-08-13 11:08:47,2015-08-13 13:43:06,11,13,0 days 00:00:00.000000002,Thu,android,,355208,976902,0,3,0,0,0,1,0,0,0,0
135,35897499,7684218,7.29,0.0,2015-08-13 17:16:32,2015-08-13 20:52:06,17,20,0 days 00:00:00.000000003,Thu,android,,728918,928191,0,3,0,0,0,1,0,0,0,0
136,35897499,4774630,6.56,0.0,2015-08-14 12:32:09,2015-08-14 16:04:06,12,16,0 days 00:00:00.000000003,Fri,android,,738900,976902,0,3,0,0,0,0,1,0,0,0
137,35897499,8889063,1.81,0.0,2015-08-14 16:45:47,2015-08-14 20:34:07,16,20,0 days 00:00:00.000000003,Fri,android,,738900,976902,0,3,0,0,0,0,1,0,0,0
138,35897499,1667198,4.6,0.0,2015-08-17 17:03:25,2015-08-17 20:51:12,17,20,0 days 00:00:00.000000003,Mon,android,,738900,976902,0,3,1,0,0,0,0,0,0,0
139,35897499,3918469,4.16,0.0,2015-08-18 17:07:38,2015-08-18 20:20:08,17,20,0 days 00:00:00.000000003,Tue,android,,738900,976902,0,3,0,1,0,0,0,0,0,0
140,35897499,5137159,5.47,0.0,2015-08-19 13:08:28,2015-08-19 16:26:06,13,16,0 days 00:00:00.000000003,Wed,android,,801274,976902,0,3,0,0,1,0,0,0,0,0
141,35897499,9198706,1.38,0.0,2015-08-19 16:56:16,2015-08-19 20:37:06,16,20,0 days 00:00:00.000000003,Wed,android,,207262,928191,0,3,0,0,1,0,0,0,0,0
142,35897499,7484631,4.3,0.0,2015-08-20 11:21:56,2015-08-20 14:50:08,11,14,0 days 00:00:00.000000003,Thu,android,,405157,976902,0,3,0,0,0,1,0,0,0,0
143,35897499,5047224,6.13,0.0,2015-08-20 17:34:03,2015-08-20 20:19:08,17,20,0 days 00:00:00.000000002,Thu,android,,236379,928191,0,3,0,0,0,1,0,0,0,0
144,35897499,7612366,5.88,0.0,2015-08-21 15:25:41,2015-08-21 17:19:07,15,17,0 days 00:00:00.000000001,Fri,android,,207262,928191,0,3,0,0,0,0,1,0,0,0
145,35897499,1943326,5.16,0.0,2015-08-24 17:44:14,2015-08-24 20:37:06,17,20,0 days 00:00:00.000000002,Mon,android,,801274,976902,0,3,1,0,0,0,0,0,0,0
